00DSEX,23-01-2018,6195.00,6211.01,6185.70,6206.72,56271230,,,,,,,,,,,,,,,
00DS30,23-01-2018,2285.73,2304.66,2285.73,2302.44,56271230,,,,,,,,,,,,,,,
00DSES,23-01-2018,1428.47,1433.96,1423.55,1433.17,56271230,,,,,,,,,,,,,,,
DSEX,23-01-2018,6195.00,6211.01,6185.70,6206.72,56271230,,,,,,,,,,,,,,,
DS30,23-01-2018,2285.73,2304.66,2285.73,2302.44,56271230,,,,,,,,,,,,,,,
DSES,23-01-2018,1428.47,1433.96,1423.55,1433.17,56271230,,,,,,,,,,,,,,,
1JANATAMF,23-01-2018,6.6,6.6,6.5,6.6,238975,,,,,,,,,,,,,,,
1STPRIMFMF,23-01-2018,15.1,15.1,14.9,15,224688,,,,,,,,,,,,,,,
AAMRANET,23-01-2018,90,90.6,87.1,87.6,391238,,,,,,,,,,,,,,,
AAMRATECH,23-01-2018,33,33,32.5,32.6,129515,,,,,,,,,,,,,,,
ABB1STMF,23-01-2018,6.3,6.3,6.2,6.3,656685,,,,,,,,,,,,,,,
ABBANK,23-01-2018,19.7,19.7,19.4,19.4,1180811,,,,,,,,,,,,,,,
ACI,23-01-2018,455.2,455.3,451.2,452.6,32930,,,,,,,,,,,,,,,
ACIFORMULA,23-01-2018,199.9,199.9,194,194.9,37807,,,,,,,,,,,,,,,
ACMELAB,23-01-2018,116.5,116.9,115.7,116.6,274163,,,,,,,,,,,,,,,
ACTIVEFINE,23-01-2018,34.8,35,34.6,34.8,170982,,,,,,,,,,,,,,,
AFCAGRO,23-01-2018,43.4,43.8,43,43.4,142451,,,,,,,,,,,,,,,
AFTABAUTO,23-01-2018,62.6,63.6,62.2,62.3,81805,,,,,,,,,,,,,,,
AGNISYSL,23-01-2018,21.5,21.8,21.5,21.7,137435,,,,,,,,,,,,,,,
AGRANINS,23-01-2018,20.4,20.7,20.1,20.5,15096,,,,,,,,,,,,,,,
AIBL1STIMF,23-01-2018,8.2,8.2,8.2,8.2,22600,,,,,,,,,,,,,,,
AIL,23-01-2018,102,102.6,98,98.7,39869,,,,,,,,,,,,,,,
ALARABANK,23-01-2018,24,24.3,24,24.1,378537,,,,,,,,,,,,,,,
AL-HAJTEX,23-01-2018,93.4,94.3,92.8,93.5,60729,,,,,,,,,,,,,,,
ALIF,23-01-2018,15.3,15.4,14.9,15,1245235,,,,,,,,,,,,,,,
ALLTEX,23-01-2018,11.7,11.7,11.6,11.7,21015,,,,,,,,,,,,,,,
AMANFEED,23-01-2018,62.8,63.4,61.9,62.2,63205,,,,,,,,,,,,,,,
AMBEEPHA,23-01-2018,391.3,393.1,389.1,389.5,2945,,,,,,,,,,,,,,,
AMCL(PRAN),23-01-2018,219.8,221.5,217.2,219.4,49912,,,,,,,,,,,,,,,
ANLIMAYARN,23-01-2018,33.9,34,32.7,32.8,108971,,,,,,,,,,,,,,,
ANWARGALV,23-01-2018,74.5,77.8,74.5,75.8,504904,,,,,,,,,,,,,,,
APEXFOODS,23-01-2018,141.1,144.9,141.1,144.1,49984,,,,,,,,,,,,,,,
APEXFOOT,23-01-2018,323.6,327,320,320.7,4936,,,,,,,,,,,,,,,
APEXSPINN,23-01-2018,118.2,120.6,117.5,119.8,35093,,,,,,,,,,,,,,,
APEXTANRY,23-01-2018,142.1,144.6,142,142,9432,,,,,,,,,,,,,,,
APOLOISPAT,23-01-2018,16.2,16.3,16,16.1,570990,,,,,,,,,,,,,,,
ARAMIT,23-01-2018,344,349,343.1,343.3,7753,,,,,,,,,,,,,,,
ARAMITCEM ,23-01-2018,32,32.1,31.3,31.4,16880,,,,,,,,,,,,,,,
ARGONDENIM,23-01-2018,30.9,31.5,30.9,31.4,351880,,,,,,,,,,,,,,,
ASIAINS,23-01-2018,22.1,22.4,22.1,22.2,5820,,,,,,,,,,,,,,,
ATCSLGF,23-01-2018,11.3,11.5,11.2,11.2,513199,,,,,,,,,,,,,,,
ATLASBANG,23-01-2018,131.6,132.5,131.1,131.7,11229,,,,,,,,,,,,,,,
AZIZPIPES ,23-01-2018,155,164.9,154,163.8,116952,,,,,,,,,,,,,,,
BANGAS,23-01-2018,228.6,228.7,220.5,222.1,39561,,,,,,,,,,,,,,,
BANKASIA,23-01-2018,22.5,22.8,22.2,22.6,331344,,,,,,,,,,,,,,,
BARKAPOWER,23-01-2018,35.8,36.2,35.5,35.7,729225,,,,,,,,,,,,,,,
BATASHOE,23-01-2018,1196.1,1205,1185,1203.3,3773,,,,,,,,,,,,,,,
BATBC,23-01-2018,3520,3520,3460,3518.1,1099,,,,,,,,,,,,,,,
BAYLEASING,23-01-2018,28.1,28.3,27.8,28,220270,,,,,,,,,,,,,,,
BBS,23-01-2018,38.6,38.6,37.5,37.7,274445,,,,,,,,,,,,,,,
BBSCABLES,23-01-2018,112,113.4,108.5,109.6,937955,,,,,,,,,,,,,,,
BDAUTOCA,23-01-2018,126,126,119.5,120.5,82216,,,,,,,,,,,,,,,
BDCOM,23-01-2018,27.6,27.6,27.1,27.2,218360,,,,,,,,,,,,,,,
BDFINANCE,23-01-2018,22.2,22.2,22,22,1023414,,,,,,,,,,,,,,,
BDLAMPS,23-01-2018,182.9,182.9,180,182.4,13370,,,,,,,,,,,,,,,
BDTHAI,23-01-2018,31,31.3,30.1,30.4,2476065,,,,,,,,,,,,,,,
BDWELDING,23-01-2018,25.6,25.8,25.2,25.6,170177,,,,,,,,,,,,,,,
BEACHHATCH,23-01-2018,17.7,17.9,17.7,17.8,106830,,,,,,,,,,,,,,,
BEACONPHAR,23-01-2018,21.7,21.9,21.6,21.7,173378,,,,,,,,,,,,,,,
BENGALWTL,23-01-2018,38.6,38.8,38,38.2,39937,,,,,,,,,,,,,,,
BERGERPBL,23-01-2018,2184,2274.8,2170,2227.5,217,,,,,,,,,,,,,,,
BEXIMCO,23-01-2018,27.2,27.8,27.1,27.3,2449011,,,,,,,,,,,,,,,
BGIC,23-01-2018,20.5,21,20.5,21,25821,,,,,,,,,,,,,,,
BIFC,23-01-2018,10.5,10.5,10.3,10.4,22746,,,,,,,,,,,,,,,
BNICL,23-01-2018,18.4,18.4,17.9,18,77564,,,,,,,,,,,,,,,
BRACBANK,23-01-2018,102.5,103.1,101.5,102.3,325237,,,,,,,,,,,,,,,
BSC,23-01-2018,45,45.6,45,45.4,598894,,,,,,,,,,,,,,,
BSCCL,23-01-2018,104.3,106.3,104.3,105.6,29711,,,,,,,,,,,,,,,
BSRMLTD,23-01-2018,102,104.5,101.9,102.6,143132,,,,,,,,,,,,,,,
BSRMSTEEL,23-01-2018,76.9,77.9,76.9,77.3,55844,,,,,,,,,,,,,,,
BXPHARMA,23-01-2018,107.5,110.8,107,110.1,3645645,,,,,,,,,,,,,,,
BXSYNTH,23-01-2018,10.8,11.7,10.7,11.5,597157,,,,,,,,,,,,,,,
CAPMBDBLMF,23-01-2018,8.8,8.8,8.6,8.7,10050,,,,,,,,,,,,,,,
CENTRALINS,23-01-2018,22.6,22.6,22.6,22.6,715,,,,,,,,,,,,,,,
CENTRALPHL,23-01-2018,19,19.1,18.8,18.8,367526,,,,,,,,,,,,,,,
CITYBANK,23-01-2018,46.7,46.9,45.7,45.8,2014784,,,,,,,,,,,,,,,
CITYGENINS,23-01-2018,17.9,17.9,17.7,17.8,31635,,,,,,,,,,,,,,,
CNATEX,23-01-2018,8.7,8.7,8.4,8.5,447998,,,,,,,,,,,,,,,
CONFIDCEM,23-01-2018,164.9,164.9,160.5,161.5,187822,,,,,,,,,,,,,,,
CONTININS,23-01-2018,21.1,21.2,21,21.1,23170,,,,,,,,,,,,,,,
CVOPRL,23-01-2018,210,215,210,213.2,175952,,,,,,,,,,,,,,,
DACCADYE,23-01-2018,9,9.1,8.9,8.9,74824,,,,,,,,,,,,,,,
DAFODILCOM,23-01-2018,45.4,45.4,43.7,44.1,88662,,,,,,,,,,,,,,,
DBH,23-01-2018,134.7,134.8,133.5,134.4,20311,,,,,,,,,,,,,,,
DBH1STMF,23-01-2018,9.8,9.8,9.7,9.7,160116,,,,,,,,,,,,,,,
DELTALIFE,23-01-2018,104.2,105.3,104.2,104.9,24625,,,,,,,,,,,,,,,
DELTASPINN,23-01-2018,9.4,9.5,9.3,9.3,282137,,,,,,,,,,,,,,,
DESCO,23-01-2018,44.5,45,44.3,44.3,65707,,,,,,,,,,,,,,,
DESHBANDHU,23-01-2018,22.9,23.8,22.8,23.5,1372432,,,,,,,,,,,,,,,
DHAKABANK,23-01-2018,19.8,19.9,19.4,19.5,1510324,,,,,,,,,,,,,,,
DHAKAINS,23-01-2018,24,24.1,23.8,24,28090,,,,,,,,,,,,,,,
DOREENPWR,23-01-2018,119,119.8,118.3,118.6,203083,,,,,,,,,,,,,,,
DSHGARME,23-01-2018,232.6,235.9,231.8,233.3,13584,,,,,,,,,,,,,,,
DSSL,23-01-2018,21.5,22.2,21.4,21.6,7209569,,,,,,,,,,,,,,,
DULAMIACOT,23-01-2018,33.6,34.2,33.1,33.9,36598,,,,,,,,,,,,,,,
DUTCHBANGL,23-01-2018,141.1,142,139.8,140,50031,,,,,,,,,,,,,,,
EASTERNINS,23-01-2018,29.5,29.5,29.5,29.5,100,,,,,,,,,,,,,,,
EASTRNLUB,23-01-2018,1041,1077.8,1021.6,1066.5,6674,,,,,,,,,,,,,,,
EBL,23-01-2018,45.4,46,45.3,45.5,366399,,,,,,,,,,,,,,,
EBL1STMF,23-01-2018,10,10.2,9.9,10.1,83761,,,,,,,,,,,,,,,
EBLNRBMF,23-01-2018,6.4,6.5,6.4,6.5,108945,,,,,,,,,,,,,,,
ECABLES,23-01-2018,215,218,211.1,215.3,75281,,,,,,,,,,,,,,,
EHL,23-01-2018,50,50.2,49.6,49.7,286945,,,,,,,,,,,,,,,
EMERALDOIL,23-01-2018,18.6,18.7,18.4,18.4,66460,,,,,,,,,,,,,,,
ENVOYTEX,23-01-2018,33.6,34.4,33.6,34.1,29623,,,,,,,,,,,,,,,
ETL,23-01-2018,17.2,17.4,16.9,17,508779,,,,,,,,,,,,,,,
EXIMBANK,23-01-2018,16.2,16.3,16.1,16.1,1121697,,,,,,,,,,,,,,,
FAMILYTEX,23-01-2018,7.5,7.7,7.5,7.5,531793,,,,,,,,,,,,,,,
FARCHEM,23-01-2018,18.9,18.9,18.6,18.6,322464,,,,,,,,,,,,,,,
FAREASTFIN,23-01-2018,11.1,11.2,11,11,207881,,,,,,,,,,,,,,,
