00DSEX,16-01-2018,6057.86,6134.80,6029.35,6128.81,38870320,,,,,,,,,,,,,,,
00DS30,16-01-2018,2224.87,2247.93,2216.39,2247.08,38870320,,,,,,,,,,,,,,,
00DSES,16-01-2018,1376.39,1391.07,1373.01,1389.91,38870320,,,,,,,,,,,,,,,
DSEX,16-01-2018,6057.86,6134.80,6029.35,6128.81,38870320,,,,,,,,,,,,,,,
DS30,16-01-2018,2224.87,2247.93,2216.39,2247.08,38870320,,,,,,,,,,,,,,,
DSES,16-01-2018,1376.39,1391.07,1373.01,1389.91,38870320,,,,,,,,,,,,,,,
1JANATAMF,16-01-2018,6.4,6.6,6.4,6.6,459910,,,,,,,,,,,,,,,
1STPRIMFMF,16-01-2018,15.4,15.4,15.1,15.3,119630,,,,,,,,,,,,,,,
AAMRANET,16-01-2018,88,90.9,88,90.5,495140,,,,,,,,,,,,,,,
AAMRATECH,16-01-2018,33.1,33.1,32.6,32.8,121855,,,,,,,,,,,,,,,
ABB1STMF,16-01-2018,6.3,6.4,6.2,6.3,335601,,,,,,,,,,,,,,,
ABBANK,16-01-2018,19.7,20.3,19.3,19.9,2330017,,,,,,,,,,,,,,,
ACI,16-01-2018,457.4,457.4,456.3,456.5,46782,,,,,,,,,,,,,,,
ACIFORMULA,16-01-2018,191.9,196,190,193.3,32536,,,,,,,,,,,,,,,
ACMELAB,16-01-2018,113.5,114.5,113.5,114.3,41703,,,,,,,,,,,,,,,
ACTIVEFINE,16-01-2018,34.8,35.1,34.6,35,479592,,,,,,,,,,,,,,,
AFCAGRO,16-01-2018,44.5,45.4,44.1,44.7,76183,,,,,,,,,,,,,,,
AFTABAUTO,16-01-2018,62.4,63.5,62,62.4,75879,,,,,,,,,,,,,,,
AGNISYSL,16-01-2018,21.6,22.1,21.5,22,153928,,,,,,,,,,,,,,,
AGRANINS,16-01-2018,20.4,20.4,20.2,20.4,2042,,,,,,,,,,,,,,,
AIBL1STIMF,16-01-2018,7.9,7.9,7.9,7.9,66793,,,,,,,,,,,,,,,
AIL,16-01-2018,98.7,104,98.7,102.3,75517,,,,,,,,,,,,,,,
ALARABANK,16-01-2018,24.3,24.7,24,24.4,355139,,,,,,,,,,,,,,,
AL-HAJTEX,16-01-2018,91.2,92.8,91.1,92.1,33468,,,,,,,,,,,,,,,
ALIF,16-01-2018,15.9,16.2,15.6,16.1,2505982,,,,,,,,,,,,,,,
ALLTEX,16-01-2018,11.5,11.7,11.5,11.5,64028,,,,,,,,,,,,,,,
AMANFEED,16-01-2018,61.8,62.9,61.8,62.7,25275,,,,,,,,,,,,,,,
AMBEEPHA,16-01-2018,394,394,387.7,388.5,254,,,,,,,,,,,,,,,
AMCL(PRAN),16-01-2018,220.7,224.7,220.7,224.1,12784,,,,,,,,,,,,,,,
ANLIMAYARN,16-01-2018,31.5,32.3,31.3,31.9,66049,,,,,,,,,,,,,,,
ANWARGALV,16-01-2018,76,76,74.2,74.7,126505,,,,,,,,,,,,,,,
APEXFOODS,16-01-2018,143.3,144,142,143.3,32987,,,,,,,,,,,,,,,
APEXFOOT,16-01-2018,319.4,320,315.9,316.1,7772,,,,,,,,,,,,,,,
APEXSPINN,16-01-2018,122,122,119.5,120.3,28683,,,,,,,,,,,,,,,
APEXTANRY,16-01-2018,145.5,146,144,144.5,14047,,,,,,,,,,,,,,,
APOLOISPAT,16-01-2018,16.3,16.6,16.3,16.5,443237,,,,,,,,,,,,,,,
ARAMIT,16-01-2018,345.9,348,344,345.7,697,,,,,,,,,,,,,,,
ARAMITCEM ,16-01-2018,30.6,30.6,30,30.3,45417,,,,,,,,,,,,,,,
ARGONDENIM,16-01-2018,30.4,30.9,30.2,30.6,208577,,,,,,,,,,,,,,,
ASIAINS,16-01-2018,22.8,23.1,22.3,22.8,5083,,,,,,,,,,,,,,,
ASIAPACINS,16-01-2018,26.2,26.2,24.8,25,15011,,,,,,,,,,,,,,,
ATCSLGF,16-01-2018,11.5,11.6,11.3,11.4,180769,,,,,,,,,,,,,,,
ATLASBANG,16-01-2018,137,137.6,134,135.1,52253,,,,,,,,,,,,,,,
AZIZPIPES ,16-01-2018,165.5,167.8,162,162.8,72265,,,,,,,,,,,,,,,
BANGAS,16-01-2018,200.3,206.4,199.5,205.9,48409,,,,,,,,,,,,,,,
BANKASIA,16-01-2018,22.7,22.9,21.9,22.6,1285717,,,,,,,,,,,,,,,
BARKAPOWER,16-01-2018,35.9,36.4,35.8,36.2,433513,,,,,,,,,,,,,,,
BATASHOE,16-01-2018,1191,1225,1190,1218.8,9473,,,,,,,,,,,,,,,
BATBC,16-01-2018,3413.2,3425,3413.2,3414.8,1067,,,,,,,,,,,,,,,
BAYLEASING,16-01-2018,27.3,27.9,27.3,27.7,135470,,,,,,,,,,,,,,,
BBS,16-01-2018,37.6,38,37.3,37.9,273407,,,,,,,,,,,,,,,
BBSCABLES,16-01-2018,104,104.3,102.1,103.6,292969,,,,,,,,,,,,,,,
BDAUTOCA,16-01-2018,123.6,126.5,121,123.9,160865,,,,,,,,,,,,,,,
BDCOM,16-01-2018,27.4,27.6,27,27.5,430026,,,,,,,,,,,,,,,
BDFINANCE,16-01-2018,21.3,21.6,21.2,21.5,365212,,,,,,,,,,,,,,,
BDLAMPS,16-01-2018,175.3,179,175.3,177,2532,,,,,,,,,,,,,,,
BDTHAI,16-01-2018,30.2,31.4,29.4,31.3,4128489,,,,,,,,,,,,,,,
BDWELDING,16-01-2018,23.4,23.8,23.3,23.5,64883,,,,,,,,,,,,,,,
BEACHHATCH,16-01-2018,16.9,17.4,16.9,17.3,152090,,,,,,,,,,,,,,,
BEACONPHAR,16-01-2018,20.9,21.2,20.9,21.1,230023,,,,,,,,,,,,,,,
BENGALWTL,16-01-2018,38.1,38.9,38,38.3,47202,,,,,,,,,,,,,,,
BERGERPBL,16-01-2018,2180,2180,2179,2179.9,14,,,,,,,,,,,,,,,
BEXIMCO,16-01-2018,27,27.2,26.5,26.8,880121,,,,,,,,,,,,,,,
BGIC,16-01-2018,20.6,20.8,20.3,20.8,40309,,,,,,,,,,,,,,,
BIFC,16-01-2018,10.3,10.4,10.3,10.3,11313,,,,,,,,,,,,,,,
BNICL,16-01-2018,18.5,18.6,18.1,18.5,61715,,,,,,,,,,,,,,,
BRACBANK,16-01-2018,101.6,103.8,100.4,103.4,256462,,,,,,,,,,,,,,,
BSC,16-01-2018,44.7,45.2,44.2,44.6,153902,,,,,,,,,,,,,,,
BSCCL,16-01-2018,106,107,105.2,106.8,58267,,,,,,,,,,,,,,,
