00DSEX,28-01-2018,6215.80,6218.40,6133.60,6144.72,35928260,,,,,,,,,,,,,,,
00DS30,28-01-2018,2304.69,2306.19,2272.86,2281.15,35928260,,,,,,,,,,,,,,,
00DSES,28-01-2018,1431.44,1432.46,1408.31,1413.55,35928260,,,,,,,,,,,,,,,
DSEX,28-01-2018,6215.80,6218.40,6133.60,6144.72,35928260,,,,,,,,,,,,,,,
DS30,28-01-2018,2304.69,2306.19,2272.86,2281.15,35928260,,,,,,,,,,,,,,,
DSES,28-01-2018,1431.44,1432.46,1408.31,1413.55,35928260,,,,,,,,,,,,,,,
1JANATAMF,28-01-2018,6.5,6.5,6.4,6.5,128740,,,,,,,,,,,,,,,
1STPRIMFMF,28-01-2018,15,15,14.6,14.7,44490,,,,,,,,,,,,,,,
AAMRANET,28-01-2018,88.5,89,86.5,87.5,226826,,,,,,,,,,,,,,,
AAMRATECH,28-01-2018,32.9,32.9,32,32.2,72248,,,,,,,,,,,,,,,
ABB1STMF,28-01-2018,6.3,6.3,6.1,6.1,609596,,,,,,,,,,,,,,,
ABBANK,28-01-2018,19.5,19.6,19.1,19.1,956639,,,,,,,,,,,,,,,
ACI,28-01-2018,450,452.3,448,450.4,20521,,,,,,,,,,,,,,,
ACIFORMULA,28-01-2018,190.2,190.5,185.5,186.8,25001,,,,,,,,,,,,,,,
ACMELAB,28-01-2018,115.6,115.6,114.2,114.8,103930,,,,,,,,,,,,,,,
ACTIVEFINE,28-01-2018,34.9,34.9,34.3,34.4,455892,,,,,,,,,,,,,,,
AFCAGRO,28-01-2018,43.2,43.3,42,42.6,62291,,,,,,,,,,,,,,,
AFTABAUTO,28-01-2018,62.6,62.7,62,62.2,30673,,,,,,,,,,,,,,,
AGNISYSL,28-01-2018,21.1,21.3,20.8,20.9,187750,,,,,,,,,,,,,,,
AGRANINS,28-01-2018,19.8,19.9,19.5,19.6,1291,,,,,,,,,,,,,,,
AIBL1STIMF,28-01-2018,8.2,8.3,8.1,8.1,326370,,,,,,,,,,,,,,,
AIL,28-01-2018,103.8,104,99,99.4,100344,,,,,,,,,,,,,,,
ALARABANK,28-01-2018,24.4,24.4,24,24.2,292193,,,,,,,,,,,,,,,
AL-HAJTEX,28-01-2018,91,91.7,89.1,89.9,77810,,,,,,,,,,,,,,,
ALIF,28-01-2018,15.6,15.6,15,15.2,1080900,,,,,,,,,,,,,,,
ALLTEX,28-01-2018,11.6,11.6,11.3,11.4,40140,,,,,,,,,,,,,,,
AMANFEED,28-01-2018,61.6,61.7,61.3,61.5,39562,,,,,,,,,,,,,,,
AMBEEPHA,28-01-2018,385,393.6,385,385.4,1022,,,,,,,,,,,,,,,
AMCL(PRAN),28-01-2018,220.9,222.8,218,218.8,17115,,,,,,,,,,,,,,,
ANLIMAYARN,28-01-2018,32,32,31.2,31.4,42041,,,,,,,,,,,,,,,
ANWARGALV,28-01-2018,73.1,73.1,71.7,71.9,119600,,,,,,,,,,,,,,,
APEXFOODS,28-01-2018,145,145,141.9,142.5,38812,,,,,,,,,,,,,,,
APEXFOOT,28-01-2018,320,322.9,319,319.4,11884,,,,,,,,,,,,,,,
APEXSPINN,28-01-2018,116.6,117.9,116.1,116.4,18208,,,,,,,,,,,,,,,
APEXTANRY,28-01-2018,143.2,143.2,142,142.2,10798,,,,,,,,,,,,,,,
APOLOISPAT,28-01-2018,15,15.1,14.7,14.9,808180,,,,,,,,,,,,,,,
ARAMIT,28-01-2018,340.7,344,340.1,340.6,5805,,,,,,,,,,,,,,,
ARAMITCEM ,28-01-2018,30.1,31.8,30.1,30.7,51054,,,,,,,,,,,,,,,
ARGONDENIM,28-01-2018,31.5,31.5,30.8,30.9,492438,,,,,,,,,,,,,,,
ASIAINS,28-01-2018,21.2,21.5,21.2,21.4,2288,,,,,,,,,,,,,,,
ASIAPACINS,28-01-2018,23.8,23.8,22.6,23.3,3889,,,,,,,,,,,,,,,
ATCSLGF,28-01-2018,11,11.1,10.9,11,746987,,,,,,,,,,,,,,,
ATLASBANG,28-01-2018,130,133.2,128,130.8,37236,,,,,,,,,,,,,,,
AZIZPIPES ,28-01-2018,163.4,164.5,158,158.3,95835,,,,,,,,,,,,,,,
BANGAS,28-01-2018,229.5,229.7,225.1,225.9,29322,,,,,,,,,,,,,,,
BANKASIA,28-01-2018,22.1,22.3,21.6,21.8,813829,,,,,,,,,,,,,,,
BARKAPOWER,28-01-2018,35.6,35.6,34.6,34.9,178733,,,,,,,,,,,,,,,
BATASHOE,28-01-2018,1194,1194,1179,1192.6,1830,,,,,,,,,,,,,,,
BATBC,28-01-2018,3560,3640,3555.2,3605.5,3789,,,,,,,,,,,,,,,
BAYLEASING,28-01-2018,27.7,27.7,27.2,27.3,123618,,,,,,,,,,,,,,,
BBS,28-01-2018,37.8,37.8,37.1,37.3,166262,,,,,,,,,,,,,,,
