00DSEX,18-01-2018,6098.33,6138.47,6088.18,6122.23,35896070,,,,,,,,,,,,,,,
00DS30,18-01-2018,2236.15,2249.25,2234.00,2241.12,35896070,,,,,,,,,,,,,,,
00DSES,18-01-2018,1392.44,1405.92,1392.44,1403.91,35896070,,,,,,,,,,,,,,,
DSEX,18-01-2018,6098.33,6138.47,6088.18,6122.23,35896070,,,,,,,,,,,,,,,
DS30,18-01-2018,2236.15,2249.25,2234.00,2241.12,35896070,,,,,,,,,,,,,,,
DSES,18-01-2018,1392.44,1405.92,1392.44,1403.91,35896070,,,,,,,,,,,,,,,
1JANATAMF,18-01-2018,6.5,6.6,6.5,6.6,307676,,,,,,,,,,,,,,,
1STPRIMFMF,18-01-2018,15.1,15.4,15.1,15.3,145140,,,,,,,,,,,,,,,
AAMRANET,18-01-2018,89.7,90.8,89.6,90.4,161425,,,,,,,,,,,,,,,
AAMRATECH,18-01-2018,32.9,32.9,32.4,32.6,116091,,,,,,,,,,,,,,,
ABB1STMF,18-01-2018,6.3,6.3,6.2,6.2,118569,,,,,,,,,,,,,,,
ABBANK,18-01-2018,19.9,19.9,19.4,19.5,1920384,,,,,,,,,,,,,,,
ACI,18-01-2018,451.5,452.5,446.9,447.2,42483,,,,,,,,,,,,,,,
ACIFORMULA,18-01-2018,192.7,193.7,190.5,193.2,21430,,,,,,,,,,,,,,,
ACMELAB,18-01-2018,114.7,115.4,113.9,114.1,161876,,,,,,,,,,,,,,,
ACTIVEFINE,18-01-2018,34.9,34.9,34.6,34.7,187435,,,,,,,,,,,,,,,
AFCAGRO,18-01-2018,44,44.9,43.9,44.4,42937,,,,,,,,,,,,,,,
AFTABAUTO,18-01-2018,62.8,63.3,62,62.8,55137,,,,,,,,,,,,,,,
AGNISYSL,18-01-2018,21.6,21.8,21.6,21.6,62090,,,,,,,,,,,,,,,
AGRANINS,18-01-2018,20.7,20.7,20.3,20.6,7000,,,,,,,,,,,,,,,
AIBL1STIMF,18-01-2018,8.2,8.2,7.8,7.9,45451,,,,,,,,,,,,,,,
AIL,18-01-2018,95,98.9,88,98.2,107949,,,,,,,,,,,,,,,
ALARABANK,18-01-2018,23.9,24.8,23.7,24.5,938848,,,,,,,,,,,,,,,
AL-HAJTEX,18-01-2018,91,91.6,90.6,91.4,30460,,,,,,,,,,,,,,,
ALIF,18-01-2018,15.8,15.8,15.4,15.4,1069009,,,,,,,,,,,,,,,
ALLTEX,18-01-2018,11.7,11.9,11.6,11.8,87270,,,,,,,,,,,,,,,
AMANFEED,18-01-2018,62.4,62.4,61.5,61.8,47042,,,,,,,,,,,,,,,
AMBEEPHA,18-01-2018,395,398.5,393,393.4,3604,,,,,,,,,,,,,,,
AMCL(PRAN),18-01-2018,224,226,215,222.3,19032,,,,,,,,,,,,,,,
ANLIMAYARN,18-01-2018,32.1,32.2,31.7,32,95530,,,,,,,,,,,,,,,
ANWARGALV,18-01-2018,72.3,72.8,71.2,71.5,127788,,,,,,,,,,,,,,,
APEXFOODS,18-01-2018,140.5,141.9,140.3,141,20020,,,,,,,,,,,,,,,
APEXFOOT,18-01-2018,320,320,318,318.4,2923,,,,,,,,,,,,,,,
APEXSPINN,18-01-2018,119.8,119.8,117.3,118.1,22095,,,,,,,,,,,,,,,
APEXTANRY,18-01-2018,144.9,144.9,142.1,142.5,5648,,,,,,,,,,,,,,,
APOLOISPAT,18-01-2018,16.4,16.4,16.2,16.2,421055,,,,,,,,,,,,,,,
ARAMIT,18-01-2018,349.5,349.5,338,340.8,2627,,,,,,,,,,,,,,,
ARAMITCEM ,18-01-2018,30.3,31,30,30.9,38883,,,,,,,,,,,,,,,
ARGONDENIM,18-01-2018,30.9,30.9,30.5,30.6,171238,,,,,,,,,,,,,,,
ASIAINS,18-01-2018,23,23,22.4,22.7,1223,,,,,,,,,,,,,,,
ASIAPACINS,18-01-2018,24.3,25.5,24.3,25.5,1783,,,,,,,,,,,,,,,
ATCSLGF,18-01-2018,11.3,11.5,11.3,11.4,28620,,,,,,,,,,,,,,,
ATLASBANG,18-01-2018,132.2,134.3,132.2,133.8,30126,,,,,,,,,,,,,,,
AZIZPIPES ,18-01-2018,159.9,161.6,156.5,159.2,53718,,,,,,,,,,,,,,,
BANGAS,18-01-2018,216,222.4,215.3,220.9,51593,,,,,,,,,,,,,,,
BANKASIA,18-01-2018,22.4,22.8,22.2,22.7,451553,,,,,,,,,,,,,,,
BARKAPOWER,18-01-2018,35.7,35.9,35.4,35.7,211688,,,,,,,,,,,,,,,
BATASHOE,18-01-2018,1204.8,1207.8,1191,1202.8,3706,,,,,,,,,,,,,,,
BATBC,18-01-2018,3421.6,3425,3421.2,3425,1590,,,,,,,,,,,,,,,
BAYLEASING,18-01-2018,27.8,28.4,27.7,27.8,257490,,,,,,,,,,,,,,,
BBS,18-01-2018,37.7,38,37.4,37.7,142290,,,,,,,,,,,,,,,
BBSCABLES,18-01-2018,102.5,104,100.6,103.1,519195,,,,,,,,,,,,,,,
BDAUTOCA,18-01-2018,124.5,126.5,119.3,120.3,66356,,,,,,,,,,,,,,,
BDCOM,18-01-2018,27.1,27.4,27.1,27.2,205106,,,,,,,,,,,,,,,
BDFINANCE,18-01-2018,21.6,21.7,21.4,21.6,816563,,,,,,,,,,,,,,,
BDLAMPS,18-01-2018,178,178.1,175.5,176.1,8327,,,,,,,,,,,,,,,
BDTHAI,18-01-2018,31.1,31.3,30.3,30.4,3220362,,,,,,,,,,,,,,,
BDWELDING,18-01-2018,25,25.8,25,25.7,481227,,,,,,,,,,,,,,,
BEACHHATCH,18-01-2018,17.9,18.4,17.8,17.9,319779,,,,,,,,,,,,,,,
BEACONPHAR,18-01-2018,21.1,21.4,21,21.3,277763,,,,,,,,,,,,,,,
