00DSEX,05-02-2018,5888.29,5909.78,5771.48,5869.79,44042810,,,,,,,,,,,,,,,
00DS30,05-02-2018,2191.59,2200.49,2149.61,2191.30,44042810,,,,,,,,,,,,,,,
00DSES,05-02-2018,1377.21,1380.45,1353.07,1377.22,44042810,,,,,,,,,,,,,,,
DSEX,05-02-2018,5888.29,5909.78,5771.48,5869.79,44042810,,,,,,,,,,,,,,,
DS30,05-02-2018,2191.59,2200.49,2149.61,2191.30,44042810,,,,,,,,,,,,,,,
DSES,05-02-2018,1377.21,1380.45,1353.07,1377.22,44042810,,,,,,,,,,,,,,,
1JANATAMF,05-02-2018,6.2,6.3,6.1,6.2,110709,,,,,,,,,,,,,,,
1STPRIMFMF,05-02-2018,13,13.7,13,13.5,169367,,,,,,,,,,,,,,,
AAMRANET,05-02-2018,88,88,85.8,86.9,226857,,,,,,,,,,,,,,,
AAMRATECH,05-02-2018,32.2,32.2,30.9,31.3,255751,,,,,,,,,,,,,,,
ABB1STMF,05-02-2018,6,6.1,5.9,6,555987,,,,,,,,,,,,,,,
ABBANK,05-02-2018,18.1,18.3,17.4,17.8,2033581,,,,,,,,,,,,,,,
ACI,05-02-2018,420.2,429.5,420,427.6,34197,,,,,,,,,,,,,,,
ACIFORMULA,05-02-2018,180,181.4,177,180,13323,,,,,,,,,,,,,,,
ACMELAB,05-02-2018,112.4,113,109.3,112.3,202266,,,,,,,,,,,,,,,
ACTIVEFINE,05-02-2018,31.7,32,31.1,31.6,414915,,,,,,,,,,,,,,,
AFCAGRO,05-02-2018,38.9,39.8,36.1,38.8,390128,,,,,,,,,,,,,,,
AFTABAUTO,05-02-2018,58.9,61.5,57.5,58.7,45622,,,,,,,,,,,,,,,
AGNISYSL,05-02-2018,19.9,20.2,19.5,20,143682,,,,,,,,,,,,,,,
AGRANINS,05-02-2018,18.4,18.7,18.3,18.4,15638,,,,,,,,,,,,,,,
AIBL1STIMF,05-02-2018,8,8,7.9,7.9,2600,,,,,,,,,,,,,,,
AIL,05-02-2018,116.5,117,111.5,112.8,742517,,,,,,,,,,,,,,,
ALARABANK,05-02-2018,23,23,21.7,22.4,423800,,,,,,,,,,,,,,,
AL-HAJTEX,05-02-2018,82.9,83,79,81.1,62434,,,,,,,,,,,,,,,
ALIF,05-02-2018,14.2,14.2,13.5,13.8,1405529,,,,,,,,,,,,,,,
ALLTEX,05-02-2018,10.6,10.9,10.5,10.7,94825,,,,,,,,,,,,,,,
AMANFEED,05-02-2018,57.9,57.9,54.2,55.5,91076,,,,,,,,,,,,,,,
AMBEEPHA,05-02-2018,361,383,360,372.2,2087,,,,,,,,,,,,,,,
AMCL(PRAN),05-02-2018,213.3,216,212.3,212.6,3488,,,,,,,,,,,,,,,
ANLIMAYARN,05-02-2018,28.7,29.9,27.4,29.6,50262,,,,,,,,,,,,,,,
ANWARGALV,05-02-2018,68,68,65,66.9,111776,,,,,,,,,,,,,,,
APEXFOODS,05-02-2018,138.3,141.8,138.3,140.6,11387,,,,,,,,,,,,,,,
APEXFOOT,05-02-2018,315.1,315.9,310,313.5,9725,,,,,,,,,,,,,,,
APEXSPINN,05-02-2018,109.3,111.3,105,109.3,12981,,,,,,,,,,,,,,,
APEXTANRY,05-02-2018,132.3,136,132.3,134.9,13929,,,,,,,,,,,,,,,
APOLOISPAT,05-02-2018,13.7,13.8,13.2,13.7,1000813,,,,,,,,,,,,,,,
ARAMIT,05-02-2018,334.5,339.7,334.1,335.1,1645,,,,,,,,,,,,,,,
ARAMITCEM ,05-02-2018,28.3,29.8,28,29.1,38326,,,,,,,,,,,,,,,
ARGONDENIM,05-02-2018,29.4,29.4,28.2,29.2,243784,,,,,,,,,,,,,,,
ASIAINS,05-02-2018,20.5,20.5,20.5,20.5,5338,,,,,,,,,,,,,,,
ASIAPACINS,05-02-2018,23,23,22.1,22.8,6200,,,,,,,,,,,,,,,
ATCSLGF,05-02-2018,10.5,10.6,10.4,10.5,278630,,,,,,,,,,,,,,,
ATLASBANG,05-02-2018,120.1,123.9,120,122.3,8408,,,,,,,,,,,,,,,
AZIZPIPES ,05-02-2018,145,146.6,139.1,140.9,55229,,,,,,,,,,,,,,,
BANGAS,05-02-2018,212.1,221.8,212,218.8,26572,,,,,,,,,,,,,,,
BANKASIA,05-02-2018,21.2,21.5,20.9,21,469774,,,,,,,,,,,,,,,
BARKAPOWER,05-02-2018,31.9,32.7,31.1,32.4,407657,,,,,,,,,,,,,,,
