00DSEX,09-01-2018,6210.50,6223.32,6187.06,6198.53,44812650,,,,,,,,,,,,,,,
00DS30,09-01-2018,2261.45,2265.99,2255.01,2262.79,44812650,,,,,,,,,,,,,,,
00DSES,09-01-2018,1394.64,1396.85,1390.86,1391.42,44812650,,,,,,,,,,,,,,,
DSEX,09-01-2018,6210.50,6223.32,6187.06,6198.53,44812650,,,,,,,,,,,,,,,
DS30,09-01-2018,2261.45,2265.99,2255.01,2262.79,44812650,,,,,,,,,,,,,,,
DSES,09-01-2018,1394.64,1396.85,1390.86,1391.42,44812650,,,,,,,,,,,,,,,
1JANATAMF,09-01-2018,6.5,6.6,6.5,6.5,64634,,,,,,,,,,,,,,,
1STPRIMFMF,09-01-2018,15.5,15.5,15.3,15.5,218293,,,,,,,,,,,,,,,
AAMRANET,09-01-2018,95.2,96.9,92.7,93.4,198799,,,,,,,,,,,,,,,
AAMRATECH,09-01-2018,33.2,33.6,32.9,33,140532,,,,,,,,,,,,,,,
ABB1STMF,09-01-2018,6.5,6.5,6.4,6.4,748413,,,,,,,,,,,,,,,
ABBANK,09-01-2018,20.9,21,20.4,20.5,2290584,,,,,,,,,,,,,,,
ACI,09-01-2018,463,466,462.2,463.3,18207,,,,,,,,,,,,,,,
ACIFORMULA,09-01-2018,188,193,188,190.2,82292,,,,,,,,,,,,,,,
ACMELAB,09-01-2018,113.9,115,113.8,114,68239,,,,,,,,,,,,,,,
ACTIVEFINE,09-01-2018,35.3,35.4,35.1,35.1,506663,,,,,,,,,,,,,,,
AFCAGRO,09-01-2018,46,46.6,45.3,45.4,144432,,,,,,,,,,,,,,,
AFTABAUTO,09-01-2018,64,65,64,64.2,76212,,,,,,,,,,,,,,,
AGNISYSL,09-01-2018,22.5,22.6,22.3,22.4,237978,,,,,,,,,,,,,,,
AGRANINS,09-01-2018,20.7,21,20.6,20.7,16550,,,,,,,,,,,,,,,
AIBL1STIMF,09-01-2018,8,8,7.9,8,26000,,,,,,,,,,,,,,,
AIL,09-01-2018,125.9,125.9,122.5,123.7,38878,,,,,,,,,,,,,,,
ALARABANK,09-01-2018,24.9,25.2,24.7,24.9,2294585,,,,,,,,,,,,,,,
AL-HAJTEX,09-01-2018,93.9,94.5,92.9,93.1,43592,,,,,,,,,,,,,,,
ALIF,09-01-2018,23.7,23.8,22.5,22.7,3947839,,,,,,,,,,,,,,,
ALLTEX,09-01-2018,11.4,11.7,11.4,11.5,16402,,,,,,,,,,,,,,,
AMANFEED,09-01-2018,64.1,65,63.9,64,33804,,,,,,,,,,,,,,,
AMBEEPHA,09-01-2018,401,401,393,393.5,2764,,,,,,,,,,,,,,,
AMCL(PRAN),09-01-2018,232.4,233.2,230.5,232.1,41977,,,,,,,,,,,,,,,
ANLIMAYARN,09-01-2018,32.4,32.7,32,32.3,119538,,,,,,,,,,,,,,,
ANWARGALV,09-01-2018,76.2,77.9,74.6,75.1,173057,,,,,,,,,,,,,,,
APEXFOODS,09-01-2018,144.5,144.9,142.2,142.8,8400,,,,,,,,,,,,,,,
APEXFOOT,09-01-2018,328.5,328.5,323,325.5,3505,,,,,,,,,,,,,,,
APEXSPINN,09-01-2018,117.9,117.9,116,117.1,106766,,,,,,,,,,,,,,,
APEXTANRY,09-01-2018,147.3,148.7,146.9,147.5,16126,,,,,,,,,,,,,,,
APOLOISPAT,09-01-2018,16.9,17,16.8,16.9,426103,,,,,,,,,,,,,,,
ARAMIT,09-01-2018,357.8,357.8,345,346.1,9002,,,,,,,,,,,,,,,
