00DSEX,29-01-2018,6144.72,6184.39,6122.06,6176.45,41316070,,,,,,,,,,,,,,,
00DS30,29-01-2018,2281.15,2298.58,2267.66,2293.97,41316070,,,,,,,,,,,,,,,
00DSES,29-01-2018,1413.55,1427.02,1407.31,1425.45,41316070,,,,,,,,,,,,,,,
DSEX,29-01-2018,6144.72,6184.39,6122.06,6176.45,41316070,,,,,,,,,,,,,,,
DS30,29-01-2018,2281.15,2298.58,2267.66,2293.97,41316070,,,,,,,,,,,,,,,
DSES,29-01-2018,1413.55,1427.02,1407.31,1425.45,41316070,,,,,,,,,,,,,,,
1JANATAMF,29-01-2018,6.4,6.5,6.3,6.4,208180,,,,,,,,,,,,,,,
1STPRIMFMF,29-01-2018,14.8,14.9,14.6,14.7,123762,,,,,,,,,,,,,,,
AAMRANET,29-01-2018,87.3,89.4,87,88.6,138269,,,,,,,,,,,,,,,
AAMRATECH,29-01-2018,32,32.5,32,32.2,61346,,,,,,,,,,,,,,,
ABB1STMF,29-01-2018,6.2,6.3,6.1,6.2,644502,,,,,,,,,,,,,,,
ABBANK,29-01-2018,19.1,19.4,19,19.1,901743,,,,,,,,,,,,,,,
ACI,29-01-2018,450.4,452.1,448,448.9,15114,,,,,,,,,,,,,,,
ACIFORMULA,29-01-2018,195,195,189.1,191.5,36091,,,,,,,,,,,,,,,
ACMELAB,29-01-2018,114.2,115.2,114.2,114.9,65002,,,,,,,,,,,,,,,
ACTIVEFINE,29-01-2018,34.3,34.7,34.3,34.4,413217,,,,,,,,,,,,,,,
AFCAGRO,29-01-2018,42.9,43.4,42.6,42.8,87002,,,,,,,,,,,,,,,
AFTABAUTO,29-01-2018,62.1,62.1,61.5,61.8,55317,,,,,,,,,,,,,,,
AGNISYSL,29-01-2018,21,21.3,21,21.2,59575,,,,,,,,,,,,,,,
AGRANINS,29-01-2018,19.6,19.6,19.4,19.4,18854,,,,,,,,,,,,,,,
AIBL1STIMF,29-01-2018,8.1,8.1,8.1,8.1,10000,,,,,,,,,,,,,,,
AIL,29-01-2018,104.8,109.2,102.2,107.6,913721,,,,,,,,,,,,,,,
ALARABANK,29-01-2018,24,24.3,24,24.2,238666,,,,,,,,,,,,,,,
AL-HAJTEX,29-01-2018,89.4,90,88.3,88.5,59346,,,,,,,,,,,,,,,
ALIF,29-01-2018,15.2,15.5,15.1,15.2,1425794,,,,,,,,,,,,,,,
ALLTEX,29-01-2018,11.5,11.7,11.5,11.7,21070,,,,,,,,,,,,,,,
AMANFEED,29-01-2018,61.3,61.8,61.1,61.2,119788,,,,,,,,,,,,,,,
AMBEEPHA,29-01-2018,393,393,385.2,385.7,783,,,,,,,,,,,,,,,
AMCL(PRAN),29-01-2018,219,220,216,217.2,4790,,,,,,,,,,,,,,,
ANLIMAYARN,29-01-2018,31.8,31.8,31.1,31.2,43858,,,,,,,,,,,,,,,
ANWARGALV,29-01-2018,71.4,73.2,71.4,72.1,143298,,,,,,,,,,,,,,,
APEXFOODS,29-01-2018,142.5,143.9,141.7,142.2,31560,,,,,,,,,,,,,,,
APEXFOOT,29-01-2018,321.9,325,319.2,321.8,8592,,,,,,,,,,,,,,,
APEXSPINN,29-01-2018,115.3,117.2,115.3,115.9,14665,,,,,,,,,,,,,,,
APEXTANRY,29-01-2018,143.8,144.8,142.5,143.5,13563,,,,,,,,,,,,,,,
APOLOISPAT,29-01-2018,14.8,14.8,14.5,14.7,4169790,,,,,,,,,,,,,,,
ARAMIT,29-01-2018,342,342,340.3,340.4,869,,,,,,,,,,,,,,,
ARAMITCEM ,29-01-2018,31.6,31.6,30.7,31.3,35633,,,,,,,,,,,,,,,
ARGONDENIM,29-01-2018,30.8,31.4,30.8,31.2,287703,,,,,,,,,,,,,,,
ASIAINS,29-01-2018,21.6,22,21.3,21.7,4804,,,,,,,,,,,,,,,
ASIAPACINS,29-01-2018,24,24,23,23.6,2140,,,,,,,,,,,,,,,
ATCSLGF,29-01-2018,11,11.3,10.8,10.9,526110,,,,,,,,,,,,,,,
ATLASBANG,29-01-2018,128.1,131,128,128.3,22665,,,,,,,,,,,,,,,
AZIZPIPES ,29-01-2018,157.6,159,153,154.7,48644,,,,,,,,,,,,,,,
BANGAS,29-01-2018,226,229,225,227.3,16711,,,,,,,,,,,,,,,
BANKASIA,29-01-2018,21.8,22.2,21.7,21.9,293402,,,,,,,,,,,,,,,
BARKAPOWER,29-01-2018,34.6,34.8,34.4,34.6,183947,,,,,,,,,,,,,,,
BATASHOE,29-01-2018,1185,1198.9,1185,1195.1,2002,,,,,,,,,,,,,,,
BATBC,29-01-2018,3640,3785.7,3640,3784.6,3496,,,,,,,,,,,,,,,
BAYLEASING,29-01-2018,27.5,27.7,27.1,27.2,122179,,,,,,,,,,,,,,,
BBS,29-01-2018,37.2,37.3,35,35.9,681512,,,,,,,,,,,,,,,
BBSCABLES,29-01-2018,105,107.8,104.3,106.8,412570,,,,,,,,,,,,,,,
BDAUTOCA,29-01-2018,117,120,115.2,116.1,76728,,,,,,,,,,,,,,,
BDCOM,29-01-2018,26,26.4,25.3,25.9,270549,,,,,,,,,,,,,,,
BDFINANCE,29-01-2018,22.8,23.8,22.7,23.6,4087231,,,,,,,,,,,,,,,
BDLAMPS,29-01-2018,182.6,187.7,182,183.1,14076,,,,,,,,,,,,,,,
BDTHAI,29-01-2018,30.1,30.5,29.9,30.4,1522814,,,,,,,,,,,,,,,
BDWELDING,29-01-2018,25,25.4,24.8,25,226958,,,,,,,,,,,,,,,
BEACHHATCH,29-01-2018,17.1,17.3,16.9,17,80116,,,,,,,,,,,,,,,
BEACONPHAR,29-01-2018,21.3,21.4,21.1,21.2,259632,,,,,,,,,,,,,,,
BENGALWTL,29-01-2018,37.2,37.7,36.9,37.1,48921,,,,,,,,,,,,,,,
BERGERPBL,29-01-2018,2200,2208.9,2180,2202.5,250,,,,,,,,,,,,,,,
BEXIMCO,29-01-2018,26.7,26.8,26.4,26.5,2559303,,,,,,,,,,,,,,,
BGIC,29-01-2018,20.6,21.1,20.6,20.9,72107,,,,,,,,,,,,,,,
BIFC,29-01-2018,10.4,10.5,10.3,10.3,30121,,,,,,,,,,,,,,,
BNICL,29-01-2018,17.8,17.8,17.4,17.5,84350,,,,,,,,,,,,,,,
BRACBANK,29-01-2018,102.5,102.8,100.5,101.6,902224,,,,,,,,,,,,,,,
BSC,29-01-2018,44.5,44.5,44,44.2,301842,,,,,,,,,,,,,,,
