00DSEX,01-01-2018,6244.52,6266.05,6235.64,6254.41,37430790,,,,,,,,,,,,,,,
00DS30,01-01-2018,2283.23,2290.87,2272.88,2281.55,37430790,,,,,,,,,,,,,,,
00DSES,01-01-2018,1390.67,1393.55,1386.47,1391.42,37430790,,,,,,,,,,,,,,,
DSEX,01-01-2018,6244.52,6266.05,6235.64,6254.41,37430790,,,,,,,,,,,,,,,
DS30,01-01-2018,2283.23,2290.87,2272.88,2281.55,37430790,,,,,,,,,,,,,,,
DSES,01-01-2018,1390.67,1393.55,1386.47,1391.42,37430790,,,,,,,,,,,,,,,
1JANATAMF,01-01-2018,6.5,6.6,6.4,6.6,57605,,,,,,,,,,,,,,,
1STPRIMFMF,01-01-2018,15.3,15.3,15.1,15.2,173856,,,,,,,,,,,,,,,
AAMRANET,01-01-2018,97.6,99.6,96.5,96.8,204238,,,,,,,,,,,,,,,
AAMRATECH,01-01-2018,33.2,33.7,33.1,33.5,177773,,,,,,,,,,,,,,,
ABB1STMF,01-01-2018,6.6,6.6,6.5,6.5,259704,,,,,,,,,,,,,,,
ABBANK,01-01-2018,21.9,22.2,21.5,21.6,2715641,,,,,,,,,,,,,,,
ACI,01-01-2018,460,464.9,459.7,460.4,10481,,,,,,,,,,,,,,,
ACIFORMULA,01-01-2018,177,177.1,173.6,176.5,15622,,,,,,,,,,,,,,,
ACMELAB,01-01-2018,114,114,113.3,113.7,38169,,,,,,,,,,,,,,,
ACTIVEFINE,01-01-2018,35.2,35.2,34.9,35.1,655064,,,,,,,,,,,,,,,
AFCAGRO,01-01-2018,45.2,45.7,45,45.5,62692,,,,,,,,,,,,,,,
AFTABAUTO,01-01-2018,64.8,65,63.7,64.2,56673,,,,,,,,,,,,,,,
AGNISYSL,01-01-2018,22.2,22.2,21.8,21.9,450630,,,,,,,,,,,,,,,
AGRANINS,01-01-2018,20.5,20.6,20.5,20.6,8436,,,,,,,,,,,,,,,
AIBL1STIMF,01-01-2018,8,8,7.9,8,110102,,,,,,,,,,,,,,,
AIL,01-01-2018,157.3,157.3,133,137.3,660857,,,,,,,,,,,,,,,
ALARABANK,01-01-2018,24.8,24.8,24.2,24.3,1164995,,,,,,,,,,,,,,,
AL-HAJTEX,01-01-2018,94.5,94.7,93.9,94.2,31092,,,,,,,,,,,,,,,
ALIF,01-01-2018,25.5,25.6,24.9,25,2660451,,,,,,,,,,,,,,,
ALLTEX,01-01-2018,11.8,11.8,11.4,11.5,70603,,,,,,,,,,,,,,,
AMANFEED,01-01-2018,63.9,64.6,63.9,64.1,42865,,,,,,,,,,,,,,,
AMBEEPHA,01-01-2018,395,395,388.5,389.1,330,,,,,,,,,,,,,,,
AMCL(PRAN),01-01-2018,222.5,223,221.9,222,12810,,,,,,,,,,,,,,,
ANLIMAYARN,01-01-2018,32,32.3,31.8,32,28303,,,,,,,,,,,,,,,
ANWARGALV,01-01-2018,81.5,82,79.3,80.2,47675,,,,,,,,,,,,,,,
APEXFOODS,01-01-2018,143,146,141.3,145.4,57627,,,,,,,,,,,,,,,
APEXFOOT,01-01-2018,325.1,325.1,322.1,324,2068,,,,,,,,,,,,,,,
APEXSPINN,01-01-2018,118,119,117.1,117.9,5471,,,,,,,,,,,,,,,
APEXTANRY,01-01-2018,149.5,149.5,148.2,148.6,6827,,,,,,,,,,,,,,,
APOLOISPAT,01-01-2018,16.6,16.8,16.5,16.8,919225,,,,,,,,,,,,,,,
ARAMIT,01-01-2018,336.1,342,335.1,337.9,3288,,,,,,,,,,,,,,,
ARAMITCEM ,01-01-2018,29,31,29,30.7,8371,,,,,,,,,,,,,,,
ARGONDENIM,01-01-2018,31.4,31.5,31,31.4,172894,,,,,,,,,,,,,,,
ASIAINS,01-01-2018,24.3,24.3,22.5,22.7,28421,,,,,,,,,,,,,,,
ASIAPACINS,01-01-2018,25.7,25.7,25.4,25.4,2200,,,,,,,,,,,,,,,
ATCSLGF,01-01-2018,12,12,11.7,11.8,37850,,,,,,,,,,,,,,,
ATLASBANG,01-01-2018,132.5,132.5,128.6,130.8,27783,,,,,,,,,,,,,,,
AZIZPIPES ,01-01-2018,150.1,155.8,150.1,155.2,18350,,,,,,,,,,,,,,,
BANGAS,01-01-2018,177,188,176.1,184.8,81222,,,,,,,,,,,,,,,
BANKASIA,01-01-2018,23.3,23.4,22.9,23.1,279461,,,,,,,,,,,,,,,
BARKAPOWER,01-01-2018,34.5,35.6,34.5,35.4,338254,,,,,,,,,,,,,,,
BATASHOE,01-01-2018,1168.4,1168.4,1168,1168.3,707,,,,,,,,,,,,,,,
BATBC,01-01-2018,3401.6,3401.6,3378,3400.3,921,,,,,,,,,,,,,,,
BAYLEASING,01-01-2018,27.5,27.8,27.4,27.7,144550,,,,,,,,,,,,,,,
BBS,01-01-2018,38.4,38.8,38,38.6,276595,,,,,,,,,,,,,,,
BBSCABLES,01-01-2018,106,106.6,103.9,105.3,368018,,,,,,,,,,,,,,,
BDAUTOCA,01-01-2018,110,110.2,108.1,108.6,8271,,,,,,,,,,,,,,,
BDCOM,01-01-2018,27.5,27.7,27,27.2,665284,,,,,,,,,,,,,,,
BDFINANCE,01-01-2018,21.7,21.9,21.6,21.6,234142,,,,,,,,,,,,,,,
BDLAMPS,01-01-2018,184.3,187.9,181.7,182.7,12105,,,,,,,,,,,,,,,
BDTHAI,01-01-2018,28.8,29.4,28.5,29.3,1227875,,,,,,,,,,,,,,,
BDWELDING,01-01-2018,24.5,24.6,23.7,24.4,157750,,,,,,,,,,,,,,,
BEACHHATCH,01-01-2018,16.7,16.7,15.9,16,166276,,,,,,,,,,,,,,,
BEACONPHAR,01-01-2018,21.2,21.3,20.6,20.8,611419,,,,,,,,,,,,,,,
BENGALWTL,01-01-2018,39.1,39.5,38.9,39.4,38388,,,,,,,,,,,,,,,
BERGERPBL,01-01-2018,2110,2120,2110,2114.3,116,,,,,,,,,,,,,,,
BEXIMCO,01-01-2018,27.1,28.6,27.1,28.3,4179632,,,,,,,,,,,,,,,
BGIC,01-01-2018,22.2,22.2,21.4,21.6,9961,,,,,,,,,,,,,,,
BIFC,01-01-2018,10.8,10.8,10.6,10.7,3092,,,,,,,,,,,,,,,
BNICL,01-01-2018,19.9,19.9,19.7,19.8,71340,,,,,,,,,,,,,,,
BRACBANK,01-01-2018,108.9,109,106.5,106.8,211418,,,,,,,,,,,,,,,
BRACSCBOND,01-01-2018,1012.5,1012.5,1012.5,1012.5,10,,,,,,,,,,,,,,,
BSC,01-01-2018,46.9,47.7,46.8,46.9,260687,,,,,,,,,,,,,,,
BSCCL,01-01-2018,104.2,104.5,102.4,104.2,47551,,,,,,,,,,,,,,,
BSRMLTD,01-01-2018,99.6,100.3,99,99.7,62630,,,,,,,,,,,,,,,
BSRMSTEEL,01-01-2018,78.5,79.2,78,78.9,50782,,,,,,,,,,,,,,,
